Product Type,Net Quantity,Gross Sales,Discounts,Returns,Total Net Sales,Sales_Performance
Art & Sculpture,34,14935,-594,-1609,12732,High
Basket,13,3744,-316.8,0,3427.2,High
Basket,12,3825,-201.6,-288,3335.4,High
Basket,17,3035,-63.25,0,2971.75,High
Art & Sculpture,47,2696.8,-44.16,0,2652.64,High
Basket,17,2695,-52.5,-110,2532.5,High
Basket,20,2310,-66,-110,2134,High
Christmas,90,2160,-45.59,0,2114.41,High
Art & Sculpture,10,2250,-180,0,2070,High
Basket,11,1925,-17.5,0,1907.5,High
Basket,30,1907,-41.3,0,1865.7,High
Home Decor,19,1748,-46.85,0,1701.15,High
Basket,15,1725,-92,0,1633,High
Art & Sculpture,2,1625,-5,0,1620,High
Recycled Art,37,1554,-29.4,0,1524.6,High
Jewelry,33,1584,-67.17,0,1516.83,High
Basket,20,1560,-47.8,0,1512.2,High
Jewelry,32,1536,-76.8,0,1459.2,High
Home Decor,17,1496,-44,0,1452,High
Basket,5,1467,-57.6,0,1409.4,High
Art & Sculpture,9,1466,-75.89,0,1390.11,High
Art & Sculpture,11,1375,-12.5,0,1362.5,High
Art & Sculpture,58,1392,-36,0,1356,High
Christmas,58,1392,-45.6,0,1346.4,High
Jewelry,96,1400,-42,-56,1302,High
Art & Sculpture,3,1660,0,-365,1295,High
Basket,15,1260,0,0,1260,High
Basket,9,1315,-57.5,0,1257.5,High
Art & Sculpture,30,1260,-46.2,0,1213.8,High
Skin Care,32,1216,-26.6,0,1189.4,High
Home Decor,18,1224,-40.8,0,1183.2,High
Basket,7,1225,-70,0,1155,High
Art & Sculpture,7,1155,-47.51,0,1107.49,High
Home Decor,5,1125,-22.5,0,1102.5,High
Basket,4,1152,-57.6,0,1094.4,High
Basket,14,1158,-67.16,0,1090.84,High
Basket,10,1100,-11,0,1089,High
Kitchen,69,1104,-25.6,0,1078.4,High
Basket,10,1100,-26.13,0,1073.87,High
Art & Sculpture,15,1110,-46.79,0,1063.21,High
Art & Sculpture,18,1352,-31.99,-258,1062.01,High
Basket,11,1056,-7.57,0,1048.43,High
Home Decor,12,1120,-72,0,1048,High
Basket,6,1050,-17.5,0,1032.5,High
Basket,4,1030,0,0,1030,High
Basket,13,1194,-8.8,-156,1029.2,High
Art & Sculpture,15,1110,-81.38,0,1028.62,High
Art & Sculpture,59,1062,-33.6,0,1028.4,High
Basket,6,1225,-35,-175,1015,High
Basket,6,990,0,0,990,High
Basket,6,1050,-78.75,0,971.25,High
Basket,9,1100,-43.99,-99.01,957,High
Home Decor,11,968,-17.6,0,950.4,High
Basket,9,990,-43.99,0,946.01,High
Basket,7,952,-13.6,0,938.4,High
Art & Sculpture,25,950,-17.6,0,932.4,High
Basket,5,925,0,0,925,High
Art & Sculpture,2,1150,-230,0,920,High
Basket,3,1179,0,-288,891,High
Christmas,11,924,-33.6,0,890.4,High
Art & Sculpture,4,960,-72,0,888,High
Kitchen,24,906,-18.99,0,887.01,High
Basket,3,945,-63,0,882,High
Home Decor,7,879,0,0,879,High
Art & Sculpture,10,975,-17.59,-79.21,878.2,High
Basket,11,898,-33.2,0,864.8,High
Basket,7,876.5,-12.65,0,863.85,High
Basket,5,875,-17.5,0,857.5,High
Art & Sculpture,4,900,-45,0,855,High
Home Decor,9,925,-73.5,0,851.5,High
Art & Sculpture,11,858,-23.6,0,834.4,High
Jewelry,18,912,-45.6,-48,818.4,High
Basket,7,812,-11.6,0,800.4,High
Basket,7,1035,-23,-230,782,High
Art & Sculpture,19,798,-16.79,0,781.21,High
Basket,16,804,-30.8,0,773.2,High
Basket,7,770,-3.48,0,766.52,High
Basket,7,775,-22.5,0,752.5,High
Basket,7,770,-33,0,737,High
Jewelry,16,768,-31.2,0,736.8,High
Basket,9,736,0,0,736,High
Jewelry,16,768,-33.6,0,734.4,High
Basket,4,740,-18.5,0,721.5,High
Jewelry,15,720,-9.6,0,710.4,High
Basket,4,700,0,0,700,High
Basket,6,696,-11.6,0,684.4,High
Christmas,18,798,-7.6,-114,676.4,High
Basket,5,725,-58,0,667,High
Basket,4,700,-35,0,665,High
Jewelry,25,700,-35.8,0,664.2,High
Jewelry,24,672,-28.01,0,643.99,High
Art & Sculpture,9,700,-57,0,643,High
Art & Sculpture,2,645,-4.15,0,640.85,High
Home Decor,5,631,0,0,631,High
Art & Sculpture,18,648,-21.6,0,626.4,High
Art & Sculpture,5,638,-12.4,0,625.6,High
Art & Sculpture,5,625,0,0,625,High
Art & Sculpture,5,636,-12.4,0,623.6,High
Basket,5,625,-12.5,0,612.5,High
Jewelry,13,624,-19.2,0,604.8,High
Basket,2,891,0,-288,603,Medium
Art & Sculpture,4,600,-15,0,585,Medium
Jewelry,42,602,-7.01,-14,580.99,Medium
Basket,5,580,0,0,580,Medium
Basket,2,576,0,0,576,Medium
Skin Care,31,573.5,-1.85,0,571.65,Medium
Home Decor,7,574,-8.2,0,565.8,Medium
Art & Sculpture,4,565,0,0,565,Medium
Basket,3,564,0,0,564,Medium
Kitchen,20,560,-2.81,0,557.19,Medium
Basket,5,575,-23,0,552,Medium
Basket,5,550,0,0,550,Medium
Christmas,15,570,-20.2,0,549.8,Medium
Jewelry,40,616,-11.2,-56,548.8,Medium
Art & Sculpture,6,588,-48.99,0,539.01,Medium
Home Decor,6,590,-59,0,531,Medium
Home Decor,8,544,-13.6,0,530.4,Medium
Basket,5,550,-22,0,528,Medium
Basket,5,550,-22,0,528,Medium
Basket,5,550,-22,0,528,Medium
Basket,19,622,-94.6,0,527.4,Medium
Basket,3,525,0,0,525,Medium
Basket,3,525,0,0,525,Medium
Art & Sculpture,6,522,0,0,522,Medium
Textiles,5,564,-44,0,520,Medium
Art & Sculpture,13,526,-12.6,0,513.4,Medium
Art & Sculpture,18,516,-6,0,510,Medium
Basket,12,528,-18.8,0,509.2,Medium
Basket,3,525,-17.5,0,507.5,Medium
Art & Sculpture,14,518,-14.6,0,503.4,Medium
Jewelry,9,522,-21.6,0,500.4,Medium
Kitchen,7,506,-5.8,0,500.2,Medium
Basket,4,500,0,0,500,Medium
Basket,9,498,0,0,498,Medium
Jewelry,11,528,-33.58,0,494.42,Medium
Basket,12,546,-17.6,-37,491.4,Medium
Art & Sculpture,9,486,-5.4,0,480.6,Medium
Jewelry,10,480,0,0,480,Medium
Art & Sculpture,22,506,-10.99,-19.8,475.21,Medium
Basket,10,480,-4.8,0,475.2,Medium
Art & Sculpture,9,593,-9,-110,474,Medium
Art & Sculpture,22,484,-11.29,0,472.71,Medium
Basket,4,500,-37.5,0,462.5,Medium
Kitchen,13,468,-7.2,0,460.8,Medium
Art & Sculpture,5,460,0,0,460,Medium
Basket,4,460,0,0,460,Medium
Christmas,21,462,-2.2,0,459.8,Medium
Accessories,25,472,-14,0,458,Medium
Jewelry,17,476,-18.2,0,457.8,Medium
Basket,3,460,-2.24,0,457.76,Medium
Art & Sculpture,7,476,-20.4,0,455.6,Medium
Art & Sculpture,2,450,0,0,450,Medium
Art & Sculpture,2,450,0,0,450,Medium
Basket,3,450,0,0,450,Medium
Art & Sculpture,18,450,-5,0,445,Medium
Basket,3,460,-17.5,0,442.5,Medium
Art & Sculpture,4,458,-15.6,0,442.4,Medium
Art & Sculpture,6,536,-6.8,-88,441.2,Medium
Jewelry,5,440,0,0,440,Medium
Christmas,5,440,0,0,440,Medium
Jewelry,16,448,-8.4,0,439.6,Medium
Art & Sculpture,25,450,-14.39,0,435.61,Medium
Basket,4,440,-11,0,429,Medium
Christmas,17,442,-20.8,0,421.2,Medium
Kitchen,45,437,-10.25,-8.54,418.21,Medium
Art & Sculpture,10,420,-4.5,0,415.5,Medium
Art & Sculpture,14,435,-20.1,0,414.9,Medium
Fair Trade Gifts,17,432,-19.6,0,412.4,Medium
Basket,10,420,-9.6,0,410.4,Medium
Basket,2,615,0,-205,410,Medium
Art & Sculpture,12,432,-25.2,0,406.8,Medium
One-of-a-Kind,1,450,-45,0,405,Medium
Christmas,12,408,-3.4,0,404.6,Medium
Jewelry,29,462,-8.41,-56,397.59,Medium
Basket,6,408,-11.8,0,396.2,Medium
Basket,4,440,-44,0,396,Medium
Basket,2,410,-20.5,0,389.5,Medium
Art & Sculpture,3,432,-43.2,0,388.8,Medium
Art & Sculpture,1,385,0,0,385,Medium
Art & Sculpture,1,385,0,0,385,Medium
Basket,4,414,-33,0,381,Medium
Art & Sculpture,6,379,0,0,379,Medium
Home Decor,3,374,0,0,374,Medium
Basket,9,378,-4.2,0,373.8,Medium
Art & Sculpture,16,408,-13.6,-21.6,372.8,Medium
Kitchen,21,374,-1.39,0,372.61,Medium
Art & Sculpture,3,384,-12.8,0,371.2,Medium
Art & Sculpture,4,380,-9.5,0,370.5,Medium
Basket,2,370,0,0,370,Medium
Basket,11,393.25,-25,0,368.25,Medium
Basket,8,428,-19.2,-46,362.8,Medium
Soapstone,13,359,0,0,359,Medium
Art & Sculpture,2,396,-39.6,0,356.4,Medium
Kitchen,18,360,-4,0,356,Medium
Art & Sculpture,4,360,-4.19,0,355.81,Medium
Art & Sculpture,4,360,-5.8,0,354.2,Medium
Christmas,16,352,0,0,352,Medium
Basket,2,370,-18.5,0,351.5,Medium
Art & Sculpture,1,350,0,0,350,Medium
Basket,2,350,0,0,350,Medium
Basket,2,350,0,0,350,Medium
Basket,2,350,0,0,350,Medium
Art & Sculpture,11,352,-3.19,0,348.81,Medium
Basket,7,364,-15.6,0,348.4,Medium
Basket,6,348,0,0,348,Medium
Basket,3,348,0,0,348,Medium
Basket,3,348,0,0,348,Medium
Home Decor,16,352,-4.4,0,347.6,Medium
Christmas,16,352,-4.4,0,347.6,Medium
Basket,8,344,0,0,344,Medium
Basket,9,342,0,0,342,Medium
Jewelry,11,360,-19.4,0,340.6,Medium
Basket,9,339,0,0,339,Medium
Fair Trade Gifts,16,352,-13.18,0,338.82,Medium
Art & Sculpture,6,348,-11.6,0,336.4,Medium
Basket,3,360,-24,0,336,Medium
Art & Sculpture,2,336,0,0,336,Medium
Jewelry,7,336,-3.15,0,332.85,Medium
Art & Sculpture,14,350,-17.2,0,332.8,Medium
Art & Sculpture,2,350,-17.5,0,332.5,Medium
Basket,2,350,-17.5,0,332.5,Medium
Basket,3,330,0,0,330,Medium
Basket,3,440,0,-110,330,Medium
Basket,3,330,0,0,330,Medium
Basket,2,330,0,0,330,Medium
Art & Sculpture,3,440,0,-110,330,Medium
Basket,1,365,-36.5,0,328.5,Medium
Art & Sculpture,8,336,-12.6,0,323.4,Medium
Jewelry,10,340,-18.6,0,321.4,Medium
Home Decor,5,408,-20.4,-68,319.6,Medium
Basket,3,330,-11,0,319,Medium
Basket,3,330,-11,0,319,Medium
Music,9,328,-12.6,0,315.4,Medium
Art & Sculpture,7,315,0,0,315,Medium
Basket,2,350,-35,0,315,Medium
Basket,2,350,-35,0,315,Medium
Christmas,18,324,-10.8,0,313.2,Medium
Basket,1,310,0,0,310,Medium
Art & Sculpture,3,330,-22,0,308,Medium
Basket,3,330,-22,0,308,Medium
Art & Sculpture,2,324,-16.2,0,307.8,Medium
Kitchen,13,312,-4.81,0,307.19,Medium
Art & Sculpture,5,312,-5,0,307,Medium
Basket,5,307,0,0,307,Medium
Art & Sculpture,7,315,-9.5,0,305.5,Medium
Basket,3,348,-46.4,0,301.6,Medium
Art & Sculpture,2,300,0,0,300,Medium
Basket,8,348,-11.41,-38,298.59,Medium
Basket,3,298,0,0,298,Medium
Jewelry,11,308,-11.21,0,296.79,Medium
Art & Sculpture,2,296,0,0,296,Medium
Jewelry,6,300,-4.4,0,295.6,Medium
Kitchen,29,307.5,-14.16,0,293.34,Medium
Basket,3,304,-11,0,293,Medium
Jewelry,21,378,-2.8,-84,291.2,Medium
Art & Sculpture,5,290,0,0,290,Medium
Textiles,8,342,-15.2,-38,288.8,Medium
Basket,3,288,0,0,288,Medium
Home Decor,2,288,0,0,288,Medium
Art & Sculpture,6,288,0,0,288,Medium
Christmas,16,306,-1.8,-18,286.2,Medium
Soapstone,8,285,0,0,285,Medium
Home Decor,5,320,-38.4,0,281.6,Medium
Home Decor,8,304,-22.8,0,281.2,Medium
Furniture,2,350,-70,0,280,Medium
Music,16,292,-12.2,0,279.8,Medium
Art & Sculpture,3,302,-23.4,0,278.6,Medium
Jewelry,6,288,-9.6,0,278.4,Medium
Art & Sculpture,6,288,-9.61,0,278.39,Medium
Christmas,13,286,-8.8,0,277.2,Medium
Jewelry,6,288,-12,0,276,Medium
Basket,6,280,-6.32,0,273.68,Medium
Home Decor,2,288,-14.39,0,273.61,Medium
Art & Sculpture,8,288,-14.4,0,273.6,Medium
Home Decor,4,286,-13.6,0,272.4,Medium
Art & Sculpture,4,272,0,0,272,Medium
Basket,2,272,0,0,272,Medium
Art & Sculpture,6,276,-4.8,0,271.2,Medium
Christmas,15,270,0,0,270,Medium
Home Decor,2,270,0,0,270,Medium
Jewelry,10,280,-10.44,0,269.56,Medium
Art & Sculpture,15,278,-8.71,0,269.29,Medium
Art & Sculpture,7,272,-3.52,0,268.48,Medium
Christmas,15,288,-3.6,-18,266.4,Medium
Home Decor,4,272,-6.79,0,265.21,Medium
Home Decor,4,272,-6.8,0,265.2,Medium
Christmas,15,270,-5.41,0,264.59,Medium
Kids,12,264,0,0,264,Medium
Home Decor,3,264,0,0,264,Medium
Fair Trade Gifts,22,264,0,0,264,Medium
Kitchen,2,264,0,0,264,Medium
Basket,1,288,-28.8,0,259.2,Medium
Recycled Art,9,262,-3,0,259,Medium
Music,4,256,0,0,256,Medium
Basket,6,264,-8.8,0,255.2,Medium
Jewelry,7,270,-15.21,0,254.79,Medium
Basket,6,252,0,0,252,Medium
Basket,6,267,-15.31,0,251.69,Medium
Home Decor,4,272,-20.4,0,251.6,Medium
Home Decor,7,304,-15.2,-38,250.8,Medium
Home Decor,4,248,0,0,248,Medium
Furniture,1,275,-27.5,0,247.5,Medium
Recycled Art,1,245,0,0,245,Medium
Art & Sculpture,2,244,0,0,244,Medium
Jewelry,6,252,-8.41,0,243.59,Medium
Skin Care,13,240.5,0,0,240.5,Medium
Music,13,280,-21.99,-18.01,240,Medium
Basket,1,240,0,0,240,Medium
Basket,1,240,0,0,240,Medium
Basket,1,240,0,0,240,Medium
Art & Sculpture,5,240,0,0,240,Medium
Basket,8,274,0,-34,240,Medium
Art & Sculpture,1,240,0,0,240,Medium
Basket,1,240,0,0,240,Medium
Jewelry,8,244,-5.1,0,238.9,Medium
Home Decor,2,249,-12.5,0,236.5,Medium
Kitchen,4,252,-15.6,0,236.4,Medium
Christmas,13,234,0,0,234,Medium
Basket,2,232,0,0,232,Medium
Basket,2,232,0,0,232,Medium
Basket,2,348,-11.6,-104.4,232,Medium
Jewelry,5,240,-9.6,0,230.4,Medium
Basket,2,230,0,0,230,Medium
Christmas,9,252,-22.4,0,229.6,Medium
Skin Care,6,228,0,0,228,Medium
Basket,5,272,-5.12,-38.88,228,Medium
Christmas,4,232,-5.8,0,226.2,Medium
Basket,6,268,-4,-38,226,Medium
Basket,5,240,-14.6,0,225.4,Medium
Basket,4,245,-19.69,0,225.31,Medium
Art & Sculpture,1,225,0,0,225,Medium
Art & Sculpture,1,225,0,0,225,Medium
Basket,6,228,-3.4,0,224.6,Medium
Basket,6,266,-3.8,-38,224.2,Medium
Kitchen,19,228,-5.79,0,222.21,Medium
Art & Sculpture,3,222,0,0,222,Medium
Basket,4,232,-10.6,0,221.4,Medium
Basket,2,232,-11.6,0,220.4,Medium
Basket,2,220,0,0,220,Medium
Basket,2,220,0,0,220,Medium
Basket,2,220,0,0,220,Medium
Basket,2,220,0,0,220,Medium
Basket,2,220,0,0,220,Medium
Basket,2,220,0,0,220,Medium
Basket,1,240,-24,0,216,Medium
Basket,1,240,-24,0,216,Medium
Basket,1,240,-24,0,216,Medium
Basket,1,240,-24,0,216,Medium
Christmas,8,224,-8.41,0,215.59,Medium
Home Decor,3,234,-19.5,0,214.5,Medium
Christmas,12,216,-1.8,0,214.2,Medium
Home Decor,6,228,-15.19,0,212.81,Medium
Basket,5,220,-8.8,0,211.2,Medium
Art & Sculpture,1,210,0,0,210,Medium
Art & Sculpture,8,224,-14,0,210,Medium
Basket,1,210,0,0,210,Medium
Basket,2,220,-11,0,209,Medium
Basket,2,220,-11,0,209,Medium
Basket,2,220,-11,0,209,Medium
Basket,2,220,-11,0,209,Medium
Basket,2,232,-23.2,0,208.8,Medium
Art & Sculpture,12,216,-8.4,0,207.6,Medium
Soapstone,8,224,-19.6,0,204.4,Medium
Kitchen,6,204,0,0,204,Medium
Jewelry,3,204,0,0,204,Medium
Basket,3,204,0,0,204,Medium
Basket,3,204,0,0,204,Medium
Jewelry,6,204,0,0,204,Medium
Jewelry,3,204,0,0,204,Medium
Basket,6,204,0,0,204,Medium
Basket,3,204,0,0,204,Medium
Kitchen,20,220.5,-16.92,0,203.58,Medium
Art & Sculpture,4,312,-5.2,-104,202.8,Medium
Art & Sculpture,6,216,-14.4,0,201.6,Medium
One-of-a-Kind,1,200,0,0,200,Medium
One-of-a-Kind,1,200,0,0,200,Medium
One-of-a-Kind,1,200,0,0,200,Medium
Basket,4,204,-5.8,0,198.2,Medium
Home Decor,2,208,-9.8,0,198.2,Medium
Basket,2,220,-22,0,198,Medium
Basket,1,220,-22,0,198,Medium
Art & Sculpture,9,198,0,0,198,Medium
Accessories,3,204,-6.8,0,197.2,Medium
Accessories,2,196,0,0,196,Medium
Art & Sculpture,7,196,0,0,196,Medium
Accessories,2,196,0,0,196,Medium
Home Decor,4,196,0,0,196,Medium
Accessories,2,196,0,0,196,Medium
Jewelry,6,202,-6.6,0,195.4,Medium
Basket,1,195,0,0,195,Medium
Art & Sculpture,3,195,0,0,195,Medium
Basket,1,195,0,0,195,Medium
Basket,1,390,0,-195,195,Medium
Basket,1,195,0,0,195,Medium
Basket,4,208,-13.01,0,194.99,Medium
Recycled Art,8,200,-5.01,0,194.99,Medium
Jewelry,5,202,-7.6,0,194.4,Medium
Soapstone,7,193,0,0,193,Medium
Art & Sculpture,3,192,0,0,192,Medium
Home Decor,5,204,-12.1,0,191.9,Medium
Kids,6,204,-13.4,0,190.6,Medium
Basket,3,204,-13.6,0,190.4,Medium
Home Decor,2,190,0,0,190,Medium
Basket,2,190,0,0,190,Medium
Basket,4,194,-4.4,0,189.6,Medium
Basket,4,194,-5,0,189,Medium
Recycled Art,6,192,-3.2,0,188.8,Medium
Basket,1,564,0,-376,188,Low
Basket,4,188,0,0,188,Low
Basket,7,196,-8.39,0,187.61,Low
Basket,6,194,-6.41,0,187.59,Low
Basket,4,192,-4.8,0,187.2,Low
Basket,4,192,-4.8,0,187.2,Low
Home Decor,8,192,-4.8,0,187.2,Low
Accessories,2,196,-9.79,0,186.21,Low
Soapstone,5,190,-3.8,0,186.2,Low
Accessories,2,196,-9.81,0,186.19,Low
Art & Sculpture,12,192,-6.42,0,185.58,Low
Basket,1,185,0,0,185,Low
Basket,1,185,0,0,185,Low
Basket,1,185,0,0,185,Low
Basket,1,185,0,0,185,Low
Basket,1,185,0,0,185,Low
Basket,1,185,0,0,185,Low
Basket,1,185,0,0,185,Low
Art & Sculpture,1,185,0,0,185,Low
Basket,1,185,0,0,185,Low
Basket,1,185,0,0,185,Low
Basket,1,185,0,0,185,Low
Basket,1,185,0,0,185,Low
Basket,1,185,0,0,185,Low
Basket,1,185,0,0,185,Low
Basket,1,185,0,0,185,Low
Basket,1,185,0,0,185,Low
Basket,1,185,0,0,185,Low
Basket,1,185,0,0,185,Low
Basket,1,185,0,0,185,Low
Basket,1,185,0,0,185,Low
Basket,1,185,0,0,185,Low
Art & Sculpture,1,185,0,0,185,Low
Basket,1,185,0,0,185,Low
Basket,1,185,0,0,185,Low
Home Decor,1,185,0,0,185,Low
Basket,1,185,0,0,185,Low
Basket,1,205,-20.5,0,184.5,Low
Art & Sculpture,3,204,-20.4,0,183.6,Low
Music,9,186,-2.4,0,183.6,Low
Jewelry,8,192,-9.59,0,182.41,Low
Home Decor,5,190,-7.6,0,182.4,Low
Home Decor,5,228,-7.6,-38,182.4,Low
Basket,4,182,0,0,182,Low
Soapstone,7,183,-2.1,0,180.9,Low
Furniture,2,190,-9.49,0,180.51,Low
Recycled Art,12,180,0,0,180,Low
Basket,4,184,-4.6,0,179.4,Low
Jewelry,7,196,-16.79,0,179.21,Low
Basket,2,188,-9.4,0,178.6,Low
Art & Sculpture,1,198,-19.8,0,178.2,Low
Kids,5,178,0,0,178,Low
Jewelry,13,238,-4.21,-56,177.79,Low
Jewelry,4,192,-14.39,0,177.61,Low
Art & Sculpture,5,180,-3.6,0,176.4,Low
Art & Sculpture,10,180,-3.62,0,176.38,Low
Jewelry,2,176,0,0,176,Low
Art & Sculpture,4,176,0,0,176,Low
Art & Sculpture,4,180,-4.5,0,175.5,Low
Basket,1,195,-19.5,0,175.5,Low
Art & Sculpture,1,195,-19.5,0,175.5,Low
Jewelry,4,180,-4.6,0,175.4,Low
Basket,1,175,0,0,175,Low
Basket,1,175,0,0,175,Low
Basket,1,175,0,0,175,Low
Basket,1,175,0,0,175,Low
One-of-a-Kind,1,175,0,0,175,Low
Basket,1,175,0,0,175,Low
Basket,1,175,0,0,175,Low
Basket,1,175,0,0,175,Low
Basket,1,175,0,0,175,Low
Basket,1,175,0,0,175,Low
Basket,1,175,0,0,175,Low
